Name,Cost_for_2,Address,About,Type,Facilities,Contact,Cuisine,Latitude,Longitude,Stars,Vote_Count,Review_Count
Hauz Khas Official,1300,"C-2/9, Ground Floor Rajouri Garden Near Gurukul International School West Delhi 110027",No_About,Cafe,"['Air Conditioned', 'Home Delivery']",08860109900,"['Italian,', 'Fast', 'Food']",28.645084,77.121474,5,1,0
Ovenstory,300,"443, Main Road, Jheel Khuranja Geeta Colony Near Preet Tyre East Delhi 110031",No_About,Bakery,No_Facilities,09990112030,"['Bakery', 'and', 'Confectionary,', 'Desserts,', 'Fast', 'Food']",28.657959,77.27389,,0,0
Bistro 57,900,"6, 1st Floor, Central Market Punjabi Bagh Near Spice Hot Spot Mobiles West Delhi 110026",No_About,"Lounge, Casual Dining","['Air Conditioned', 'DJ', 'Wifi', 'Parking', 'Cards Accepted']",09811696867,"['Finger', 'Food,', 'North', 'Indian']",28.670906,77.133063,4.5,2,1
RBG Bar & Grill,300,"4/1, Ground Floor Kamla Nagar Near Roop Nagar Bus Stand North Delhi 110007",No_About,"Pure Veg, QSR",No_Facilities,011-41230404,"['Desserts,', 'Ice', 'Cream']",28.683683,77.201463,,0,0
Atrium Bar & Lounge,600,"A-160, Vikas Marg Laxmi Nagar Near Nirman Vihar Metro Station East Delhi 110092","Faasos is a chain of restaurants is all-embracing in its preparation and offerings. The taste of North Indian cuisine that the place serves invariably forces you to try every dish and binge eat them. The proactive staff is there to provide you with the quick services. An icing on the sugar is the economical menu gives you additional reasons to try and indulge into the delicious recipes that the place has in store for you. Faasos is located in Laxmi Nagar, East Delhi and the nearest landmark is Nirman Vihar Metro Station. There is no seating available. Read less","Breakfast, QSR",No_Facilities,011-42420695,"['North', 'Indian,', 'Fast', 'Food']",28.633579,77.281864,,0,0
Cafe Coffee Day,500,"Epicuria Food Mall, Lower Ground Level Nehru Place Below Nehru Place Metro Station South Delhi 110019","Burger King is an American global chain of hamburger fast food restaurants. The place is known to serve high-quality, great-tasting, and affordable burgers. Burger King offers a range of whopping burgers along with other delicious mouth-watering fast food items. This quick service chain has its outlets located at various places in the country. This outlet is located on the lower ground level of TDI Epicuria Mall in Nehru Place, Delhi. Burger King is definitely a go-to place for people who binge over their favorite light snack that is at the same time budget-friendly. Read less","QSR, Food Court","['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",No_Contact,"['Fast', 'Food,', 'Burger,', 'American']",28.551293,77.251265,4.2,26,2
Mandarin Oak,700,"The India Mall, 32-33, Ground Floor, Maulana Mohammad Ali Jauhar Marg New Friends Colony Near Community Centre South Delhi 110065","Domino's Pizza is a well-known American pizza restaurant chain. The place is known for its fresh and quality pizzas. The menu is economical and offers a range of pizzas and other Italian fast food. The delicious toppings and a variety of crusts they offer make their pizzas stand out from any other pizza place. Domino's Pizza India has remained focused on delivering great tasting Pizzas and sides with superior quality and value for money offerings. According to Domino's, when a box of pizza is opened, family and friends come together to share the pizza. There are various outlets spread across the country. This one is located in The India Mall, New Friends Colony, South Delhi and stands nearby Community Centre. Read less",QSR,"['Air Conditioned', 'Home Delivery', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",011-45658800,"['Pizza,', 'Italian']",28.561434,77.268613,3.5,9,7
Retreat @ USI,500,"Commercial Complex, 23-24, Ground Floor, Masjid Moth Greater Kailash - 2 Near Mother Dairy South Delhi 110048","Subway is an American fast food restaurant franchise that offers submarine sandwiches and salads. This is a quick service restaurant chain which serves customized sandwiches in which one can choose the fillings, toppings, and sauces in their food. Subway offers a variety of items from their pocket-friendly menu and the must try is the Sub of the day. The outlet is located near Mother Dairy in the Commercial Complex in Greater Kailash - 2, Delhi. Read less",QSR,No_Facilities,011-40656744,"['Health', 'Food']",28.550956,77.234033,3.3,1,1
Ovenstory,1100,"Shop 3/3, West Guru Angand Nagar, Mangal Bazar Road Laxmi Nagar Near Gurudwara East Delhi 110092",No_About,QSR,No_Facilities,09654940540,"['North', 'Indian,', 'Afghani']",28.639496,77.281282,,0,0
The Coffee Garage,700,"14, Goa Niwas, Bir Tikendrajit Marg Chanakyapuri Behind Akbar Bhawan South Delhi 110021",No_About,QSR,['Cards Accepted'],011-26118370,"['Seafood,', 'Goan']",28.583499,77.188264,,0,0
Baskin Robbins,600,"H-37, Ground Floor, Main Market Rajouri Garden Opposite Meena Bazaar West Delhi 110027",Crazy Cow in Rajouri Garden serves amazing and delicious Chinese and Fast Food cuisine. It is a cozy...  Read more,QSR,No_Facilities,011-25412076 / 25460593 / 45038677,"['Fast', 'Food,', 'Chinese,', 'Shakes']",28.64512,77.12123,5,1,1
Delhi Food Factory,900,"Satyam Cineplex, 8-9, Ground Floor Nehru Place Opposite Nehru Place Metro Station South Delhi 110019","Pizza Hut is the leading affordable casual dining restaurant brand in India and was the first international restaurant chain to pioneer this category in India. The restaurant brand offers an eclectic menu consisting of its signature pizzas, appetizers, pasta, desserts, and beverages. The place is known for its trademark dine-in services that they provide. There are about 138 outlets located across the country and this one is located in Satyam Cineplex in Nehru Place, Delhi. Read less","Casual Dining, Food Court","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Amex Accepted', 'Wallet Accepted']",011-60009000,"['Pizza,', 'Italian']",28.55001,77.251173,4.5,24,2
Tamil Nadu House Canteen - Tamil Nadu House,1000,"Defence Colony Flyover Market,159 Lajpat Nagar - 1 Near Railway Line South Delhi 110024",No_About,QSR,No_Facilities,011-41664644,"['North', 'Indian,', 'Mughlai,', 'Chinese']",28.578534,77.237821,,0,0
Da Pizza Palace,600,"L-17, Block L West Patel Nagar Near Gyan Vigyan Institute West Delhi 110008",No_About,QSR,"['Home Delivery', 'Parking']",08899771122,"['North', 'Indian,', 'Mughlai']",28.65353,77.16207,,0,0
Sardar-Ji-Bakhsh Coffee & Co.,600,"1, MCD Market, Jangpura Extension Jungpura Near Mini Pet World South Delhi 110014",No_About,QSR,"['Home Delivery', 'Outdoor Seating']",09810332332,"['North', 'Indian']",28.57965,77.24169,,0,0
Moti Mahal Delux - Legendary Culinary,900,"HB Twin Tower, Ground Floor Netaji Subhash Place Near Max Hospital North Delhi 110034","Starbucks is one of the world's leading coffee place chains serving the best quality coffees. For Starbucks, it has always been, and will always be, about quality. They are passionate about ethically sourcing the finest coffee beans and roasting them with great care. This is an awesome place to hangout and is for people who are big time coffee-lovers. The cafe offers a peaceful and The peaceful and pleasant ambiance and an affordable menu of Starbucks is an attraction amongst the people. Besides offering the best quality coffees, Starbucks also offers a range of confectionary items that freshly prepared. The cozy and comfortable corners are just perfect for conversations, meetings, book readings, or just spending some quality time with loved ones. The cafe provides a sense of community and belonging and is a break from the worries outside, a place where one can meet with friends. Starbucks has various outlets spread across the country and this one is located in HB Twin Tower, Netaji Subhash Place, North Delhi and the nearest landmark is D Mall. Read less","Breakfast, Cafe, QSR","['Air Conditioned', 'Wifi', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",01169000263,"['Coffee,', 'Fast', 'Food']",28.69308,77.152104,4.4,24,3
Wat-a-Burger!,400,"Epicuria Food Mall, Lower Ground Floor, Nehru Place Metro Station Nehru Place Below Nehru Place Metro Station South Delhi 110019",Keventers is a popular chain of cafe joints specializing in offering deliciously flavored milkshakes...  Read more,"Pure Veg, QSR, Food Court",No_Facilities,011-26214465,"['Shakes,', 'Desserts,', 'Ice', 'Cream']",28.551433,77.25146,4.1,8,1
Wat-a-Burger!,500,"23, Ground Floor, Central Market Punjabi Bagh Opposite Guru Nanak Public School West Delhi 110026","McDonald's is the biggest chain of quick service restaurants serving the best of burgers and fast food. The affordable eclectic menu offers a range of different kinds of burgers, wraps, and other American fast food. The outlet is located in the Central market in Punjabi Bagh. Whether it is breakfast, lunch, dinner, or any kind of hunger, McDonald's offers delicious meals for every age-group. Read less",QSR,No_Facilities,011-66000666,"['Fast', 'Food,', 'Burger']",28.670453,77.133179,4.3,9,1
Haldiram's,500,"E-2/245, Shastri Nagar Ashok Vihar Phase - 1 Near Shiv Mandir North Delhi 110034",No_About,"Bakery, Curfew",No_Facilities,00,"['Desserts,', 'Fast', 'Food,', 'Italian']",28.674286,77.180148,,0,0
Annpurna Breakfast Center,2000,"Priya Complex Market, 28, Basant Lok Market Vasant Vihar Near Axis Bank South Delhi 110057",No_About,"Cafe, HNKGIRF","['Air Conditioned', 'Wifi', 'Serves Alcohol', 'Cards Accepted', 'Serves Wine']",09821277236,"['Italian,', 'Pizza']",28.558480,77.163827,5,4,1
Sticky Rice,700,"4/3, Pant Nagar Jungpura Near Pro-Fit Gym South Delhi 110014",No_About,Casual Dining,"['Home Delivery', 'Wallet Accepted']",No_Contact,"['Fast', 'Food,', 'Mughlai']",28.581360,77.246639,,0,0
Kake Da Hotel,800,"Defence Colony Flyover Market, Shop 163 Lajpat Nagar - 1 Opposite Arora Confectionery South Delhi 110024",No_About,"Breakfast, QSR",No_Facilities,011-40666683,"['North', 'Indian,', 'Chinese']",28.578539,77.238675,,0,0
Cafe Dori,600,"156, Flyover Market Lajpat Nagar - 1 Opposite Dr.Lal PathLab South Delhi 110048",No_About,QSR,No_Facilities,011-40043905,"['North', 'Indian,', 'Mughlai']",28.578542,77.238729,,0,0
Haldiram's,800,"495/2, Ganesh Nagar 2 Laxmi Nagar Near Park East Delhi 110092",No_About,QSR,['Delivery Only'],08376888747,"['North', 'Indian,', 'Mughlai']",28.626824,77.282246,,0,0
Pizza Loca,1000,Flyover Market Defence Colony Near Railway Recruitment Cell South Delhi 110024,No_About,Casual Dining,['Home Delivery'],No_Contact,"['Hyderabadi,', 'Biryani,', 'North', 'Indian']",28.578501,77.238685,,0,0
Two Orange Bakers And Cafe,1000,"AKS Complex, 49/43 Punjabi Bagh Near Central Market West Delhi 110026",No_About,QSR,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Seating Not Available', 'Wallet Accepted']",09911049595,"['Japanese,', 'Sushi']",28.671061,77.134696,4,2,1
Amuse Lounge,500,"495/2, Ganesh Nagar-2 Pandav Nagar Near Haryana Associate (Post Office) East Delhi 110092",No_About,QSR,['Delivery Only'],08376888747,"['North', 'Indian,', 'Mughlai']",28.626832,77.282325,,0,0
Nirula's,400,"Pallavi Shopping Centre, ABHM, S.P Marg Chanakyapuri Near ABHM South Delhi 110021",No_About,Cafe,"['Cards Accepted', 'Wallet Accepted']",09868410085,"['Fast', 'Food,', 'Coffee']",28.595104,77.171547,,0,0
Faasos,700,"11, Upper Ground Floor, Patparganj Road Krishna Nagar Near Happy English School East Delhi 110051",No_About,QSR,No_Facilities,011-9667977668,"['North', 'Indian']",28.651887,77.277984,,0,0
Burger King,400,"D-6, Main Shakarpur Market Laxmi Nagar Near Sanjay Park East Delhi 110092",No_About,QSR,['Air Conditioned'],No_Contact,"['Fast', 'Food']",28.633197,77.282536,,0,0
Domino's Pizza,500,"C-125, C Block Lajpat Nagar - 1 Near Dr.Lal Pathlab South Delhi 110024",No_About,QSR,No_Facilities,07827166168,['Chinese'],28.578404,77.238973,,0,0
Subway,500,"Shop 1, Plot 7, Shivpuri Geeta Colony Near Happy English School East Delhi 110031",No_About,QSR,No_Facilities,09643083537,"['Fast', 'Food']",28.652332,77.277887,,0,0
Chicken Express,600,"D-2/4, Shiv Puri, Patparganj Road Krishna Nagar Opposite Happy Public School East Delhi 110051",No_About,QSR,No_Facilities,08882382382,"['North', 'Indian,', 'Mughlai']",28.652623,77.277788,,0,0
Viva O' Viva Goa,500,"ITL Twin Tower, 1, Ground Floor Netaji Subhash Place Near Max Hospital North Delhi 110034","Bikanervala is a chain of Quick Service restaurants offering popular Indian sweets and global snack dishes. The place offers a wide range of delicious street food items from its eclectic pocket-friendly menu. The food they offer here is of great taste and hygienic quality. The place also offers an awesome ambiance with a comfortable seating area. Bikanervala is a pioneer in serving vegetarian North Indian, South Indian, Continental, Chinese cuisine and fast food along with a vast variety of traditional Indian sweets and snacks. The chain has various outlets located in the country. This outlet is located near Wazirpur Depot in Pitampura, Delhi. Read less","Breakfast, Pure Veg, QSR","['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",01142470215 / 9810790790,"['Street', 'Food,', 'Mithai,', 'North', 'Indian,', 'Chinese,', 'South', 'Indian']",28.691284,77.152183,3.9,32,17
Crazy Cow,600,"Epicuria Food Mall, Lower Ground Level, Nehru Place Metro Station Nehru Place Below Nehru Place Metro Station South Delhi 110019","Cafe Coffee Day is India's largest cafe coffee chain offering a range of coffees and snacks. Popularly known as CCD, they strive to provide the best experience to their guests. This is a coffee shop filled with fun, young energy and lots of entertainment for people and is the best place to hangout. Their outlets are spread all across the country. The economical menu of CCD makes it an instant attraction amongst the people. The cozy corners are just perfect for meetings, conversations, book readings, or just spending some quality time with your loved ones. Cafe Coffee Day provides delicious and refreshing experience to the people of all age-groups and offers a whole lot of fun over steaming cups of endless coffee. This outlet is located in TDI Epicuria Mall, Nehru Place, Delhi. Read less","Cafe, QSR, Food Court",No_Facilities,011-26480644,"['Coffee,', 'Fast', 'Food']",28.551463,77.251752,4,3,0
Pizza Hut,700,"10, Ground Floor, Patparganj Road Krishna Nagar Near HDFC Bank East Delhi 110052",No_About,QSR,No_Facilities,011-22010180,"['Pizza,', 'Italian,', 'Fast', 'Food']",28.651991,77.278145,,0,0
Suri Saab Restaurant,500,"Shop 5A, Krishna Kunj Laxmi Nagar Near Mango Electronics East Delhi 110092",No_About,QSR,"['Seating Not Available', 'Delivery Only']",09582704074,"['Chinese,', 'Fast', 'Food']",28.636443,77.28248,,0,0
Noor E Lazeez,800,"17-A, NWA West Punjabi Bagh Near Best Life Insurance Plan West Delhi 110026",No_About,Casual Dining,"['Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",08860325873,"['North', 'Indian,', 'Continental,', 'Asian,', 'Chinese,', 'Mughlai']",28.665806,77.131439,4,1,0
Pinka's Rasoi,1200,"C-3, 1st, 2nd, 3rd Floor, Shivpuri Main Road Krishna Nagar Near Happy English School East Delhi 110051",No_About,"Lounge, Cafe",No_Facilities,08287434743,"['North', 'Indian,', 'Chinese,', 'Fast', 'Food']",28.653176,77.277632,,0,0
Starbucks,800,"118, Ground Floor Shahpur Jat Near UCO Bank Of India South Delhi 110049","Slice of Italy, as the name suggests, is a specialty restaurant that offers authentic Italian and a ...  Read more","Cafe, QSR",No_Facilities,011-26497970,"['Pizza,', 'Italian']",28.549715,77.215674,3.2,5,4
Keventers,1000,"J-19, Ground Floor Rajouri Garden Near The Dance Zone West Delhi 110027",No_About,Casual Dining,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",011-41255115,"['Asian,', 'Chinese,', 'Thai']",28.646874,77.122597,4.5,8,0
McDonald's,700,"Shop 20-21, 71-73, Community Center, J Block Rajouri Garden Near Police Post Subhash Nagar West Delhi 110027",No_About,Casual Dining,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",09810196662,"['North', 'Indian,', 'Fast', 'Food']",28.639330,77.119590,5,4,1
Cakello,1500,"A-24, Upper Ground Floor, Vishal Enclave Rajouri Garden Below NIIT Classes West Delhi 110027",No_About,Casual Dining,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",No_Contact,"['Lebanese,', 'Mughlai,', 'North', 'Indian,', 'Italian']",28.649064,77.121224,5,2,0
Leo's,600,"D Mall, 21, Ground Floor Netaji Subhash Place Near Max Hospital North Delhi 110034",No_About,"Pure Veg, Casual Dining","['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",011-43090359,"['North', 'Indian']",28.692496,77.152776,4,7,4
Shahar Restaurant,500,"C-1, Main Market, Paschimi Marg Vasant Vihar Near Syndicate Bank South Delhi 110057","Salad Chef is a chain of restaurants serving a variety of Health food a fresh-tossed salad concept. The place is well known for serving healthy and delicious salads, pasta, sandwiches, and juices. Salad Chef aims at providing freshly tossed salads from its extensive salad bar. The place offers a fresh menu of India's Best Salads with signature dressings. Salad Chef has its branches in Delhi-NCR. This outlet is located in Main Market, Vasant Vihar. Read less",QSR,No_Facilities,011-26144105,"['Health', 'Food,', 'Fast', 'Food']",28.567771,77.158659,3.5,7,4
Pandey Ji Restaurant,400,"P-39, Pandav Nagar, Shashi Park Road Mayur Vihar Phase - 1 Near Towarz Fitness East Delhi 110091",No_About,QSR,No_Facilities,09911454570,"['Desserts,', 'Waffle,', 'Shakes']",28.607684,77.292488,1,1,0
Khan Chicken Food,500,"31, Ground Floor, Central Market Punjabi Bagh Near Vidyamandir Classes West Delhi 110026",Subway is an American fast food restaurant franchise that offers submarine sandwiches and salads. Th...  Read more,QSR,"['Air Conditioned', 'Home Delivery', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",011-42433131,"['Health', 'Food']",28.6711,77.1341,4,2,0
Biryani Badshah,600,"Defence Colony Flyover Market,108 Defence Colony Near Central Bank Of India South Delhi 110024",No_About,QSR,No_Facilities,09654408004,"['Fast', 'Food,', 'North', 'Indian']",28.57797,77.238737,,0,0
Biryani Viryani,300,"C-8, Ground Floor Greater Kailash - 1 Near Solo Victoria Hotel South Delhi 110048","Baskin-Robbins is the world’s largest chain of Ice-cream specialty restaurant that serves mouth-watering flavors of Ice-creams, that satiate your sweet craving and at affordable prices. The outlet has given a new elevation to the way ice-creams were served or made before and caters to every person with its purview of flavors. The laid-back ambiance of the place is both ideal for friends and family and becomes a one-stop destination for your love for that one cone of Ice-cream. Baskin- Robbins is located in Greater Kailash-1 and the nearest landmark is Solo Victoria Hotel. Read less","Pure Veg, QSR",No_Facilities,011-46536743,"['Desserts,', 'Ice', 'Cream']",28.548411,77.236833,3.8,1,1
Dashi Dimsum And Sushi Bar,400,C-103 Lajpat Nagar - 1 Near Dr Lal Path Lab South Delhi 110024,No_About,QSR,No_Facilities,011-47561009,"['Fast', 'Food']",28.578019,77.23902,,0,0
Bikkgane Biryani,2000,"Community Centre, 18-A, Ground Floor, Basant Lok Vasant Vihar Near Priya PVR South Delhi 110057","Perch Wine & Coffee Bar is located in Vasant Vihar and the nearest landmark is Guru Harkrishan Public School. This casual dining restaurant takes that leap of faith to provide the diners with authentic European cuisine and also hosts a special Coffee section. It assures you of good times, cost-efficient menu and most importantly good food. The varied dishes that you get here give you an at home taste. To complement the tasty dishes, Perch Wine & Coffee Bar encompasses an equally pleasant ambiance that just completes your dining out experience. An addition to the offering is a well-set bar. It is an ideal place to spend time with your friends and family. Read less",Cafe,"['Smoking Area', 'Air Conditioned', 'Wifi', 'Serves Alcohol', 'Parking', 'Live Performance', 'Cards Accepted', 'Serves Wine', 'Full Bar Available']",08588889199,"['European,', 'Coffee']",28.558956,77.164266,4.6,52,2
Toffee Bar,500,"R23, Block R Greater Kailash - 1 Near Ash’s Residency South Delhi 110048",No_About,Casual Dining,['Cards Accepted'],09810086000,"['North', 'Indian,', 'Continental']",28.548179,77.239881,4,1,0
Gullu's,600,"O-7, Veer Savarkar Marg Lajpat Nagar - 2 Near Union Bank Of India South Delhi 110024","Wat-a-Burger! is a quick service restaurant known for its fast food that’s becoming a hot spot for foodies. It is located in the bustling area of Lajpat Nagar - 2 in South Delhi. The best thing about Wat-a-Burger! is its fresh, delicious and affordable burger. Apart from that, the lively vibes of this fast-food joint easily lift your spirits. The staff is informed and quick to help. They provide an excellent and timely service. All this while maintaining a brilliant standard of hygiene. Their lip-smacking burgers are quickly gaining a fan-following and it has become a hangout joint for regulars in Lajpat Nagar, Delhi. And that’s not surprising for Wat-a-Burger! simply makes you fall in love with its burgers! So, if you’re shopping in this area, give this one a try. Read less",QSR,No_Facilities,09717777754,"['Fast', 'Food,', 'Burger']",28.566655,77.246584,1,1,0
Burger Crown,300,"Flyover Market, Shop No 102 Lajpat Nagar - 1 Near Central Bank Of India South Delhi 110024",No_About,"Breakfast, Cafe, QSR",No_Facilities,08880141000,"['Tea,', 'Fast', 'Food']",28.577793,77.238279,,0,0
Wok88,500,"H-75, Ground Floor, Major Sudesh Kumar Marg Rajouri Garden Opposite Relaxo Shop West Delhi 110027",No_About,"QSR, Late Night Delivery",No_Facilities,08882244777,"['Burger,', 'Fast', 'Food']",28.64205,77.123058,4.1,7,1
Shawarma Wala,500,"Satyam Cineplex, Ground Floor Nehru Place Opposite Nehru Place Metro Station South Delhi 110019",McDonald's is a chain of restaurants that is located in Nehru Place and it stands opposite to Nehru Place Metro Station. It is a place for people who like to stick to their favorite indulgence and do not like to experiment much. The restaurant respects their choice by offering a variety of options in Fast Food. The place also holds a great ambiance and is an instant attraction amongst youngsters. McDonald's is definitely a go-to place for people who binge over their favorite dish. Read less,"Breakfast, Kids Friendly, QSR, Food Court","['Air Conditioned', 'Home Delivery', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",09711882101,"['Fast', 'Food,', 'Burger']",28.550157,77.251133,4.2,25,2
Waterfront Grill,500,Kotla Mubarak Pur Defence Colony South Delhi 110024,No_About,QSR,['Delivery Only'],No_Contact,"['Italian,', 'Pizza']",28.5755,77.22593,,0,0
Bikanervala,900,"91-93, Flyover Market Defence Colony Near Oriental Bank Of Commerce South Delhi 110024",No_About,Casual Dining,"['Home Delivery', 'Cards Accepted']",011-41004535,"['Mughlai,', 'Biryani']",28.577755,77.238501,,0,0
Cafe Coffee Day,2000,"30A, Ground Floor, Hauz Khas Village Hauz Khas Near Delhi Art Gallery South Delhi 110016","People who are into cozy places always tend to opt for bistro. Roost Bistro located in Hauz Khas, South Delhi is one of the favorite places and go to places of people. The restaurant has a very relaxing, cozy and soothing ambiance which saves customers from the crowd of the city for few hours. Roost Bistro serves perfectly prepared and served continental cuisine. The staff members of the bistro are very welcoming, soft-spoken and cordial. The restaurant takes care of its hygiene very properly. Every dish prepared is done while taking care of its taste in the kitchen as well. It is a perfect place for foodies. Read less","Cafe, Bar","['Air Conditioned', 'DJ', 'Home Delivery', 'Serves Alcohol', 'Take Away', 'Live Performance', 'Cards Accepted', 'Serves Wine']",011-42701008,['Continental'],28.5545,77.195,2.7,6,5
Domino's Pizza,900,"PVR Priya Complex, 5, Basant Lok Vasant Vihar Near Community Centre South Delhi 110057","Blue Tokai Coffee Roasters is a chain of cafes known for roasting India's best Arabica coffees, batch by batch, especially for coffee lovers. This outlet is located in Vasant Vihar, South Delhi. One can enjoy Cortados, Coconut Mochas, Pour Overs at the cafe. One exclusive thing about this place is that anyone can witness coffee being freshly roasted. Blue Tokai Coffee Roasters has a simple and elegant ambiance perfect to enjoy after work. Read less","Breakfast, Cafe",No_Facilities,07290097259,"['Coffee,', 'Fast', 'Food']",28.557819,77.164559,4.8,6,0
Pasta Street,700,"Satyam Cineplex, 7, Ground Floor Nehru Place Opposite Nehru Place Metro Station South Delhi 110019","Domino's Pizza is a well-known American pizza restaurant chain. The place is known for its fresh and quality pizzas. The menu is economical and offers a range of pizzas and other Italian fast food. The delicious toppings and a variety of crusts they offer make their pizzas stand out from any other pizza place. Domino's Pizza India has remained focused on delivering great tasting Pizzas and sides with superior quality and value for money offerings. According to Domino's, when a box of pizza is opened, family and friends come together to share the pizza. There are various outlets spread across the country. This one is located in Satyam Cineplex, Nehru Place, South Delhi and stands opposite to Nehru Place Metro Station. Read less","QSR, Food Court",No_Facilities,011-26421601,"['Pizza,', 'Italian,', 'Fast', 'Food']",28.54997,77.251148,4.2,17,3
The Met Restaurant,400,"3/56, SS Rana Marg, Gopal Nagar, Timber Market Azadpur North Delhi 110033",No_About,Casual Dining,No_Facilities,011-27673618,"['North', 'Indian']",28.711376,77.176934,5,1,0
The Princz Restro And Cafe,500,"82, Vikas Marg Laxmi Nagar Opposite Metro Pillar No 52 East Delhi 110092",No_About,QSR,No_Facilities,00,"['North', 'Indian']",28.634542,77.283276,,0,0
Slice of Italy,1300,"25/27/29, Flyover Market Defence Colony Near Oriental Bank Of Commerce South Delhi 110024",No_About,"Casual Dining, Bar","['Home Delivery', 'Serves Alcohol', 'Wallet Accepted']",011-41007000,"['North', 'Indian,', 'Fast', 'Food']",28.577587,77.238516,,0,0
Culinaire,500,"J-39, Ground Floor Rajouri Garden Near Sai Mandir West Delhi 110012",No_About,"Pure Veg, QSR",No_Facilities,00,"['Desserts,', 'Ice', 'Cream']",28.644998,77.12164,4.5,2,0
Makhna,600,Cottage 11 A West Patel Nagar Near Axis Bank West Delhi 110008,No_About,QSR,"['Home Delivery', 'Seating Not Available']",09910808206,"['Desserts,', 'Bakery', 'and', 'Confectionary']",28.651899,77.159765,,0,0
Rajasthan Restaurant,500,"PP Tower 2, 1st Floor Netaji Subhash Place Near Max Hospital North Delhi 110034",Burger King is an American global chain of hamburger fast food restaurants. The place is known to se...  Read more,"Kids Friendly, QSR","['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",01143595838,"['Fast', 'Food,', 'Burger,', 'American']",28.693341,77.151494,4.2,9,0
Kake Di Hatti,1000,"SDA Main Market, C-2, Ground Floor SDA Opposite IIT Main Gate South Delhi 110016","Beeryani as the name suggests, celebrates the authenticity and richness of North Indian and Mughlai cuisines along with specialty Biryanis. A perfect place that gives you a royal indulgence and takes you back to the royal era of culture and food. The royalness of the era is very well showcased in the beautiful and elegant ambiance. The courteous staff adds on to the overall dining experience. The specialty restaurant not only gives you a low on pocket menu but also wonderful services that make it a one-stop destination for a relaxed getaway. An addition to the offering is a collection of signature spirits. Beeryani is for people who have spicy taste buds. It is situated in SDA and the nearest landmark is SDA Market. Read less",Casual Dining,No_Facilities,011-42003349,"['Biryani,', 'North', 'Indian,', 'Mughlai']",28.546678,77.196534,4.4,224,32
Salad Chef,800,"Community Centre, 59, Ground Floor, Basant Lok Vasant Vihar Near Priya PVR South Delhi 110057","Krips Restaurant is a place that very proudly hosts the North Indian dishes for foodies. The dishes are inspired by different provinces of Indian States, where the aroma changes after every few kilometers. This Restaurant offers varied authentic dishes which is liked by one and all. The ambiance is as expressive and cheerful as the style of cooking and takes you on a delicious ride. Krips Restaurant becomes an important eating out place for people who are always very specific about the quality and preparation of the dishes. The place is located in Vasant Vihar and the nearest landmark is a branch of Corporation Bank. Read less",Casual Dining,No_Facilities,011-26141375,"['North', 'Indian,', 'Chinese']",28.557293,77.163996,4.9,7,2
The Waffle Co.,600,"Shop 4, Cottage 11 A West Patel Nagar Near Axis Bank West Delhi 110008",No_About,QSR,"['Seating Not Available', 'Delivery Only']",No_Contact,"['Desserts,', 'Bakery', 'and', 'Confectionary']",28.651842,77.159547,,0,0
Subway,600,"AL-107, Upper Ground Floor Shalimar Bagh Near AL Market North Delhi 110088",No_About,QSR,No_Facilities,011-27478048,"['Chinese,', 'South', 'Indian']",28.703878,77.161295,5,1,0
Veer Ji Malai Chaap Wale,600,Cottage 11A West Patel Nagar Near Axis Bank West Delhi 110008,No_About,QSR,"['Seating Not Available', 'Delivery Only']",No_Contact,"['Desserts,', 'Bakery', 'and', 'Confectionary']",28.651904,77.159517,,0,0
Baskin Robbins,1000,"157, Jheel Khuranja Krishna Nagar Near Bikaner Mega Mart East Delhi 110051","Bharat Chicken Inn Foods is a quick-service restaurant serving scrumptious and delicious North Indian and Mughlai and Chinese delicacies. The restaurant offers a wide range of fast food and a menu which is exclusive and budget-friendly. Bharat Chicken Inn ensures delivery of hot and delectable food at one's doorstep. The restaurant is located in Krishna Nagar, East Delhi. Read less",QSR,No_Facilities,09990289786,"['North', 'Indian,', 'Mughlai,', 'Chinese']",28.657827,77.276249,,0,0
Rolls Mania,700,"32 Ground Floor, Shop 4, Satnam Park Chander Nagar Near Union Bank Of India East Delhi 110051",No_About,Casual Dining,"['Home Delivery', 'Cards Accepted']",09958466724,"['North', 'Indian,', 'Chinese,', 'Mughlai']",28.653412,77.278741,,0,0
